time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,0.239,0.583861,0.881199,2.16683,1.36978,8.51662
0,0.239,0.585861,0.881199,1.99274,1.45518,7.96588
0,0.239,0.587861,0.881199,1.7853,1.50168,7.21968
0,0.239,0.589861,0.881199,1.62887,1.50946,6.64685
0,0.239,0.591861,0.881199,1.48608,1.48716,6.18082
0,0.239,0.593861,0.881199,1.3885,1.47202,5.8787
0,0.239,0.595861,0.881199,1.30723,1.471,5.62192
0,0.239,0.597861,0.881199,1.16918,1.41727,5.20332
0,0.239,0.599861,0.881199,1.08275,1.3768,4.85988
0,0.239,0.601861,0.881199,1.00927,1.35277,4.57163
0,0.239,0.603861,0.881199,1.01034,1.36681,4.43475
0,0.239,0.605861,0.881199,1.00723,1.37059,4.26499
0,0.239,0.607861,0.881199,0.983184,1.34288,3.99924
0,0.239,0.609861,0.881199,0.962648,1.32833,3.78789
0,0.239,0.611861,0.881199,0.96314,1.34438,3.67031
0,0.239,0.613861,0.881199,0.980695,1.40185,3.64314
0,0.239,0.615861,0.881199,1.01807,1.48234,3.69672
0,0.239,0.617861,0.881199,1.08311,1.64363,3.85095
0,0.239,0.619861,0.881199,1.1378,1.78213,4.01875
0,0.239,0.621861,0.881199,1.21175,1.96134,4.24719
0,0.239,0.623861,0.881199,1.34171,2.24166,4.60839
0,0.239,0.625861,0.881199,1.47067,2.52687,4.95425
0,0.239,0.627861,0.881199,1.55703,2.75205,5.22296
0,0.239,0.629861,0.881199,1.63129,2.96062,5.46147
0,0.239,0.631861,0.881199,1.70611,3.21268,5.67946
0,0.239,0.633861,0.881199,1.76265,3.47923,5.93713
0,0.239,0.635861,0.881199,1.81714,3.72809,6.13367
0,0.239,0.6378609999999999,0.881199,1.79163,3.76651,6.06942
0,0.239,0.6398609999999999,0.881199,1.74109,3.78553,5.92472
0,0.239,0.6418609999999999,0.881199,1.64304,3.77435,5.669
0,0.239,0.6438609999999999,0.881199,1.53325,3.81467,5.40526
0,0.239,0.6458609999999999,0.881199,1.43464,3.87719,5.21642
0,0.239,0.6478609999999999,0.881199,1.36187,3.94372,5.05462
0,0.239,0.6498609999999999,0.881199,1.31277,4.05115,4.96188
0,0.239,0.6518609999999999,0.881199,1.26126,4.05498,4.82281
0,0.239,0.6538609999999999,0.881199,1.23761,4.08168,4.71307
0,0.239,0.6558609999999999,0.881199,1.20116,4.05047,4.55439
0,0.239,0.6578609999999999,0.881199,1.15974,3.98743,4.3674
0,0.239,0.6598609999999999,0.881199,1.10654,3.90953,4.16132
0,0.239,0.6618609999999999,0.881199,1.05779,3.83721,3.95473
0,0.239,0.6638609999999999,0.881199,1.00625,3.7743,3.76389
0,0.239,0.6658609999999999,0.881199,0.967017,3.72098,3.59292
0,0.239,0.46586099999999997,0.879199,1.85069,-6.91405,6.0221
0,0.239,0.46786099999999997,0.879199,1.8791,-6.82415,6.17078
0,0.239,0.469861,0.879199,1.90805,-6.72189,6.28441
0,0.239,0.471861,0.879199,1.94456,-6.64331,6.37774
0,0.239,0.473861,0.879199,2.01092,-6.5539,6.52245
0,0.239,0.475861,0.879199,2.05025,-6.45426,6.61515
0,0.239,0.477861,0.879199,2.06261,-6.31637,6.6601
0,0.239,0.479861,0.879199,2.04706,-6.18023,6.67729
0,0.239,0.48186099999999993,0.879199,2.01943,-6.03871,6.65932
0,0.239,0.48386099999999993,0.879199,2.00949,-5.91687,6.66906
0,0.239,0.48586099999999993,0.879199,1.99212,-5.78662,6.64253
0,0.239,0.48786099999999993,0.879199,2.01281,-5.68685,6.66444
0,0.239,0.48986099999999994,0.879199,2.03577,-5.63127,6.70562
0,0.239,0.49186099999999994,0.879199,2.05376,-5.56322,6.72484
0,0.239,0.49386099999999994,0.879199,2.07097,-5.4631,6.76603
0,0.239,0.49586099999999994,0.879199,2.07414,-5.37365,6.77946
0,0.239,0.49786099999999994,0.879199,2.07314,-5.3248,6.81082
0,0.239,0.49986099999999994,0.879199,2.04529,-5.25825,6.81229
0,0.239,0.5018609999999999,0.879199,2.03571,-5.18437,6.83657
0,0.239,0.5038609999999999,0.879199,1.99287,-5.07446,6.77258
0,0.239,0.5058609999999999,0.879199,1.93664,-4.96642,6.7114
0,0.239,0.5078609999999999,0.879199,1.88193,-4.84319,6.63506
0,0.239,0.5098609999999999,0.879199,1.80036,-4.70824,6.55169
0,0.239,0.5118609999999999,0.879199,1.71441,-4.56639,6.47767
0,0.239,0.5138609999999999,0.879199,1.6472,-4.42773,6.42106
0,0.239,0.5158609999999999,0.879199,1.58057,-4.26633,6.38783
0,0.239,0.5178609999999999,0.879199,1.57863,-4.1789,6.45704
0,0.239,0.5198609999999999,0.879199,1.57523,-4.07184,6.46952
0,0.239,0.5218609999999999,0.879199,1.6076,-4.00715,6.5272
0,0.239,0.5238609999999999,0.879199,1.6576,-3.91959,6.57046
0,0.239,0.5258609999999999,0.879199,1.69334,-3.8069,6.59224
0,0.239,0.5278609999999999,0.879199,1.69893,-3.67191,6.61066
0,0.239,0.5298609999999999,0.879199,1.69732,-3.49369,6.58925
0,0.239,0.5318609999999999,0.879199,1.69104,-3.2953,6.60187
0,0.239,0.5338609999999999,0.879199,1.74457,-3.18373,6.74065
0,0.239,0.5358609999999999,0.879199,1.77752,-3.044,6.89075
0,0.239,0.5378609999999999,0.879199,1.81836,-2.92996,7.12945
0,0.239,0.5398609999999999,0.879199,1.84884,-2.82885,7.34586
0,0.239,0.5418609999999999,0.879199,1.83894,-2.68167,7.41499
0,0.239,0.5438609999999999,0.879199,1.8462,-2.53255,7.37494
0,0.239,0.5458609999999999,0.879199,1.83996,-2.37691,7.32798
0,0.239,0.5478609999999999,0.879199,1.84353,-2.22552,7.29571
0,0.239,0.5498609999999999,0.879199,1.8661,-2.05282,7.26816
0,0.239,0.5518609999999999,0.879199,1.88838,-1.86841,7.28686
0,0.239,0.5538609999999999,0.879199,1.9347,-1.71766,7.41655
0,0.239,0.5558609999999999,0.879199,2.02688,-1.55331,7.632
0,0.239,0.5578609999999999,0.879199,2.09311,-1.38663,7.85584
0,0.239,0.5598609999999999,0.879199,2.13761,-1.19789,8.07045
0,0.239,0.5618609999999999,0.879199,2.16505,-0.979063,8.20112
0,0.239,0.563861,0.879199,2.21144,-0.732153,8.32055
0,0.239,0.565861,0.879199,2.25211,-0.446246,8.46129
0,0.239,0.567861,0.879199,2.29598,-0.180822,8.58614
0,0.239,0.569861,0.879199,2.35433,0.0635057,8.73882
0,0.239,0.571861,0.879199,2.46967,0.352941,9.00457
0,0.239,0.573861,0.879199,2.63112,0.669201,9.31893
0,0.239,0.575861,0.879199,2.59881,0.855832,9.29158
0,0.239,0.577861,0.879199,2.53639,1.00724,9.22621
0,0.239,0.579861,0.879199,2.37583,1.18192,8.95548
0,0.239,0.581861,0.879199,2.28493,1.31732,8.75003
0,0.239,0.583861,0.879199,2.18684,1.4086,8.43943
0,0.239,0.585861,0.879199,1.98613,1.48114,7.77048
0,0.239,0.587861,0.879199,1.79022,1.50772,7.05307
0,0.239,0.589861,0.879199,1.60351,1.50859,6.46411
0,0.239,0.591861,0.879199,1.42891,1.47103,5.94072
0,0.239,0.593861,0.879199,1.33272,1.45844,5.63864
0,0.239,0.595861,0.879199,1.24539,1.44215,5.36786
0,0.239,0.597861,0.879199,1.1088,1.36974,4.87362
0,0.239,0.599861,0.879199,1.03382,1.3373,4.55007
0,0.239,0.601861,0.879199,0.994841,1.32658,4.33518
0,0.239,0.603861,0.879199,0.999092,1.34402,4.2064
0,0.239,0.605861,0.879199,0.998738,1.3558,4.06058
0,0.239,0.607861,0.879199,0.947582,1.29341,3.73255
0,0.239,0.609861,0.879199,0.924212,1.2832,3.5316
0,0.239,0.611861,0.879199,0.932581,1.3092,3.45433
0,0.239,0.613861,0.879199,0.970599,1.39394,3.48537
0,0.239,0.615861,0.879199,1.00006,1.48965,3.56124
0,0.239,0.617861,0.879199,1.04252,1.59865,3.67831
0,0.239,0.619861,0.879199,1.10489,1.76063,3.87091
0,0.239,0.621861,0.879199,1.18911,1.95821,4.14248
0,0.239,0.623861,0.879199,1.29528,2.20726,4.44884
0,0.239,0.625861,0.879199,1.39304,2.46718,4.76443
0,0.239,0.627861,0.879199,1.49929,2.72725,5.10154
0,0.239,0.629861,0.879199,1.6072,3.01061,5.40241
0,0.239,0.631861,0.879199,1.67621,3.24067,5.60975
0,0.239,0.633861,0.879199,1.73247,3.47233,5.8159
0,0.239,0.635861,0.879199,1.79226,3.66193,5.98737
0,0.239,0.6378609999999999,0.879199,1.7738,3.70545,5.93727
0,0.239,0.6398609999999999,0.879199,1.71627,3.67662,5.75945
0,0.239,0.6418609999999999,0.879199,1.63979,3.71106,5.54911
0,0.239,0.6438609999999999,0.879199,1.5271,3.78135,5.3285
0,0.239,0.6458609999999999,0.879199,1.46057,3.8859,5.19218
0,0.239,0.6478609999999999,0.879199,1.38993,4.00375,5.08122
0,0.239,0.6498609999999999,0.879199,1.34641,4.10633,4.9889
0,0.239,0.6518609999999999,0.879199,1.29344,4.11729,4.83519
0,0.239,0.6538609999999999,0.879199,1.26251,4.10578,4.68857
0,0.239,0.6558609999999999,0.879199,1.2195,4.05698,4.49271
0,0.239,0.6578609999999999,0.879199,1.17829,3.99585,4.29643
0,0.239,0.6598609999999999,0.879199,1.1268,3.91734,4.09207
0,0.239,0.6618609999999999,0.879199,1.07766,3.85935,3.88491
0,0.239,0.6638609999999999,0.879199,1.02319,3.77385,3.68184
0,0.239,0.6658609999999999,0.879199,0.985141,3.68952,3.49715
0,0.239,0.46586099999999997,0.877199,1.86122,-7.06792,5.96858
0,0.239,0.46786099999999997,0.877199,1.92497,-7.01504,6.10569
0,0.239,0.469861,0.877199,1.96289,-6.92907,6.25362
0,0.239,0.471861,0.877199,2.00068,-6.82621,6.37742
0,0.239,0.473861,0.877199,2.07309,-6.7583,6.52821
0,0.239,0.475861,0.877199,2.09129,-6.63012,6.5872
