time,vel
7.360552041403106011e-03,6.396995643786221990e+02
7.418056354226567478e-03,3.110808468840642718e+02
7.475560667050029813e-03,-2.520650734458513043e+01
7.533064979873491281e-03,-3.608724811504307013e+02
7.590569292696952748e-03,-6.876423753904983869e+02
7.648073605520415083e-03,-9.974607934061381229e+02
7.705577918343876551e-03,-1.282690219339035366e+03
7.763082231167338018e-03,-1.536299295022149181e+03
7.820586543990799486e-03,-1.752036154121177560e+03
7.878090856814262688e-03,-1.924582540564899318e+03
7.935595169637724156e-03,-2.049684912000348504e+03
7.993099482461185623e-03,-2.124259296364573402e+03
8.050603795284647091e-03,-2.146467316691955148e+03
8.108108108108108558e-03,-2.115761510024937706e+03
8.165612420931570026e-03,-2.032898823245064023e+03
8.223116733755033228e-03,-1.899921953130639849e+03
8.280621046578494696e-03,-1.720108990638279920e+03
8.338125359401956163e-03,-1.497892610756636941e+03
8.395629672225417631e-03,-1.238750800030830987e+03
8.453133985048879098e-03,-9.490718154974952085e+02
8.510638297872340566e-03,-6.359967040071044266e+02
8.568142610695803768e-03,-3.072432640822884196e+02
8.625646923519265236e-03,2.908421006816125143e+01
8.683151236342726703e-03,3.646947122676066897e+02
8.740655549166188171e-03,6.913149108362284778e+02
8.798159861989649638e-03,1.000893099351320870e+03
8.855664174813111106e-03,1.285797683993156170e+03
8.913168487636574308e-03,1.539005314448207173e+03
8.970672800460035776e-03,1.754274020644355687e+03
9.028177113283497243e-03,1.926297087222658774e+03
9.085681426106958711e-03,2.050833872495640207e+03
9.143185738930420178e-03,2.124814346997148732e+03
9.200690051753883381e-03,2.146414774582546670e+03
9.258194364577344848e-03,2.115102670419955757e+03
9.315698677400806316e-03,2.031649927586715421e+03
9.373202990224267783e-03,1.898113788679599111e+03
9.430707303047729251e-03,1.717786131518825869e+03
9.488211615871190718e-03,1.495112319133733763e+03
9.545715928694653921e-03,1.235581614506847018e+03
9.603220241518115388e-03,9.455918615268628855e+02
9.660724554341576856e-03,6.322917679798230211e+02
9.718228867165038323e-03,3.034046785532328840e+02
9.775733179988499791e-03,-3.296181787173594557e+01
9.833237492811961258e-03,-3.685157531574213294e+02
9.890741805635424461e-03,-6.949851900882455311e+02
9.948246118458885928e-03,-1.004322138755187893e+03
1.000575043128234740e-02,-1.288900952283768220e+03
1.006325474410580886e-02,-1.541706311135588521e+03
1.012075905692927033e-02,-1.756506161872184066e+03
1.017826336975273180e-02,-1.928005347166017827e+03
1.023576768257619500e-02,-2.051976139834969217e+03
1.029327199539965647e-02,-2.125362463029116952e+03
1.035077630822311794e-02,-2.146355227376800485e+03
1.040828062104657940e-02,-2.114436927909651786e+03
1.046578493387004087e-02,-2.030394401381637408e+03
1.052328924669350234e-02,-1.896299429493924208e+03
1.058079355951696554e-02,-1.715457666186866618e+03
1.063829787234042701e-02,-1.492327148022500523e+03
1.069580218516388848e-02,-1.232408396505853943e+03
1.075330649798734994e-02,-9.421088214974918174e+02
1.081081081081081141e-02,-6.285847683883201853e+02
1.086831512363427288e-02,-2.995651028245998191e+02
1.092581943645773608e-02,3.683931810025289622e+01
1.098332374928119755e-02,3.723355913494314109e+02
1.104082806210465902e-02,6.986532011680925507e+02
1.109833237492812048e-02,1.007747900426594242e+03
1.115583668775158195e-02,1.292000014082944062e+03
1.121334100057504515e-02,1.544402276269258891e+03
1.127084531339850662e-02,1.758732570519795217e+03
1.132834962622196809e-02,1.929707314819857174e+03
1.138585393904542956e-02,2.053111710290397696e+03
1.144335825186889102e-02,2.125903642671628859e+03
1.150086256469235249e-02,2.146288675269055148e+03
1.155836687751581569e-02,2.113764284666759067e+03
1.161587119033927716e-02,2.029132248727393744e+03
1.167337550316273863e-02,1.894478881494995221e+03
1.173087981598620010e-02,1.713123602241657863e+03
1.178838412880966156e-02,1.489537106512712171e+03
1.184588844163312303e-02,1.229231156384050792e+03
1.190339275445658623e-02,9.386227067767101744e+02
1.196089706728004770e-02,6.248757173308438269e+02
1.201840138010350917e-02,2.957245494273232680e+02
1.207590569292697064e-02,-4.071669809898399706e+01
1.213341000575043210e-02,-3.761542143770963662e+02
1.219091431857389357e-02,-7.023189321047800604e+02
1.224841863139735677e-02,-1.011170373185173730e+03
1.230592294422081824e-02,-1.295094859276533498e+03
1.236342725704427971e-02,-1.547093201050584639e+03
1.242093156986774118e-02,-1.760953239321014735e+03
1.247843588269120264e-02,-1.931402984629583216e+03
1.253594019551466411e-02,-2.054240580155849329e+03
1.259344450833812731e-02,-2.126437884158478028e+03
1.265094882116158878e-02,-2.146215118476512544e+03
1.270845313398505025e-02,-2.113084742886535423e+03
1.276595744680851172e-02,-2.027863473743181885e+03
1.282346175963197318e-02,-1.892652150624408250e+03
1.288096607245543465e-02,-1.710783947300693853e+03
1.293847038527889785e-02,-1.486742203710000467e+03
1.299597469810235932e-02,-1.226049904510743545e+03
1.305347901092582079e-02,-9.351335287419153701e+02
1.311098332374928226e-02,-6.211646269123734783e+02
1.316848763657274372e-02,-2.918830308955580790e+02
1.322599194939620693e-02,4.459394521362401065e+01
1.328349626221966839e-02,3.799716097778717199e+02
1.334100057504312986e-02,7.059823709347310796e+02
1.339850488786659133e-02,1.014589545861212855e+03
1.345600920069005280e-02,1.298185477764081270e+03
1.351351351351351426e-02,1.549779076697391929e+03
1.357101782633697747e-02,1.763168161028417217e+03
1.362852213916043893e-02,1.933092351061169893e+03
1.368602645198390040e-02,2.055362745747117060e+03
1.374353076480736187e-02,2.126965185746100815e+03
1.380103507763082334e-02,2.146134557239234255e+03
1.385853939045428480e-02,2.112398304786753215e+03
1.391604370327774801e-02,2.026588080569809563e+03
1.397354801610120947e-02,1.890819242843930624e+03
1.403105232892467094e-02,1.708438708999744222e+03
1.408855664174813241e-02,1.483942448735895141e+03
1.414606095457159388e-02,1.222864651268363559e+03
1.420356526739505534e-02,9.316412987804542354e+02
1.426106958021851855e-02,6.174515092444933089e+02
1.431857389304198001e-02,2.880405597665559299e+02
1.437607820586544148e-02,-4.847104679026328711e+01
1.443358251868890295e-02,-3.837877650931816333e+02
1.449108683151236442e-02,-7.096435057018273938e+02
1.454859114433582588e-02,-1.018005407295828832e+03
1.460609545715928909e-02,-1.301271859458993049e+03
1.466359976998275055e-02,-1.552459894444001293e+03
1.472110408280621202e-02,-1.765377328413312171e+03
1.477860839562967349e-02,-1.934775408601145728e+03
1.483611270845313496e-02,-2.056478203401863993e+03
1.489361702127659816e-02,-2.127485545713579995e+03
1.495112133410005963e-02,-2.146046991820142011e+03
1.500862564692352109e-02,-2.111704972607685249e+03
1.506612995974698256e-02,-2.025306073369688875e+03
1.512363427257044403e-02,-1.888980164135495897e+03
1.518113858539390550e-02,-1.706087894992800102e+03
1.523864289821736870e-02,-1.481137850727751356e+03
1.529614721104083017e-02,-1.219675407052387527e+03
1.535365152386429163e-02,-9.281460282896748595e+02
1.541115583668775310e-02,-6.137363764454476041e+02
1.546866014951121457e-02,-2.841971485807230806e+02
1.552616446233467604e-02,5.234799017552049349e+01
1.558366877515813924e-02,3.876026678685502134e+02
1.564117308798159897e-02,7.133023244575213084e+02
1.569867740080506044e-02,1.021417946340938784e+03
1.575618171362852538e-02,1.304353994288459035e+03
1.581368602645198684e-02,1.555135645541213989e+03
1.587119033927544831e-02,1.767580734265819729e+03
1.592869465209890978e-02,1.936452151756652484e+03
1.598619896492237125e-02,2.057586949479662508e+03
1.604370327774583271e-02,2.127998962362653856e+03
1.610120759056929418e-02,2.145952422505017694e+03
1.615871190339275565e-02,2.111004748612114327e+03
1.621621621621621712e-02,2.024017456326807860e+03
1.627372052903967858e-02,1.887134920501163833e+03
1.633122484186314005e-02,1.703731512952031608e+03
1.638872915468660152e-02,1.478328418838751531e+03
1.644623346751006646e-02,1.216482182271317924e+03
1.650373778033352792e-02,9.246477286768352997e+02
1.656124209315698939e-02,6.100192406400424261e+02
1.661874640598045086e-02,2.803528098815182830e+02
1.667625071880391233e-02,-5.622476271648486090e+01
1.673375503162737379e-02,-3.914163056535443843e+02
1.679125934445083526e-02,-7.169588152607799429e+02
1.684876365727429673e-02,-1.024827151859276455e+03
1.690626797009775820e-02,-1.307431872193530353e+03
1.696377228292121966e-02,-1.557806321256367482e+03
1.702127659574468113e-02,-1.769778371394828355e+03
1.707878090856814607e-02,-1.938122575055420157e+03
1.713628522139160754e-02,-2.058688980361974700e+03
1.719378953421506900e-02,-2.128505434017725293e+03
1.725129384703853047e-02,-2.145850849602498329e+03
1.730879815986199194e-02,-2.110297635085304591e+03
1.736630247268545341e-02,-2.022722233646725954e+03
1.742380678550891487e-02,-1.885283517963112672e+03
1.748131109833237634e-02,-1.701369570567780102e+03
1.753881541115583781e-02,-1.475514162237788469e+03
1.759631972397929928e-02,-1.213284987346673233e+03
1.765382403680276074e-02,-9.211464113591065370e+02
1.771132834962622221e-02,-6.063001139596357234e+02
1.776883266244968715e-02,-2.765075562154277122e+02
1.782633697527314862e-02,6.010135176081843156e+01
1.788384128809661008e-02,3.952286660018743305e+02
1.794134560092007155e-02,7.206129661781830009e+02
1.799884991374353302e-02,1.028233012724467699e+03
1.805635422656699449e-02,1.310505483129186359e+03
1.811385853939045595e-02,1.560471912873394103e+03
1.817136285221391742e-02,1.771970232628088752e+03
1.822886716503737889e-02,1.939786673045804491e+03
1.828637147786084036e-02,2.059784292452179216e+03
1.834387579068430182e-02,2.129004959025856351e+03
1.840138010350776676e-02,2.145742273444081547e+03
1.845888441633122823e-02,2.109583634335013357e+03
1.851638872915468970e-02,2.021420409556571258e+03
1.857389304197815116e-02,1.883425962563636631e+03
1.863139735480161263e-02,1.699002075548553194e+03
1.868890166762507410e-02,1.472695090109555849e+03
1.874640598044853557e-02,1.210083832712840604e+03
1.880391029327199703e-02,9.176420877634119506e+02
1.886141460609545850e-02,6.025790085420388777e+02
1.891891891891891997e-02,2.726614001319385920e+02
1.897642323174238144e-02,-6.397774465676685196e+01
1.903392754456584290e-02,-3.990397364714045239e+02
1.909143185738930784e-02,-7.242647652839459624e+02
1.914893617021276931e-02,-1.031635517821054464e+03
1.920644048303623078e-02,-1.313574817064297349e+03
1.926394479585969224e-02,-1.563132411692787855e+03
1.932144910868315371e-02,-1.774156310812175434e+03
1.937895342150661518e-02,-1.941444440296823814e+03
1.943645773433007665e-02,-2.060872882175594441e+03
1.949396204715353811e-02,-2.129497535756788238e+03
1.955146635997699958e-02,-2.145626694384119219e+03
1.960897067280046105e-02,-2.108862748691475190e+03
1.966647498562392252e-02,-2.020111988305017121e+03
1.972397929844738398e-02,-1.881562260365109751e+03
1.978148361127084892e-02,-1.696629035620961304e+03
1.983898792409431039e-02,-1.469871211654474109e+03
1.989649223691777186e-02,-1.206878728817244337e+03
1.995399654974123332e-02,-9.141347693266104670e+02
2.001150086256469479e-02,-5.988559365315652485e+02
2.006900517538815626e-02,-2.688143541834378993e+02
2.012650948821161773e-02,6.785392875326168394e+01
2.018401380103507919e-02,4.028495046242539956e+02
2.024151811385854066e-02,7.279142006599461183e+02
2.029902242668200213e-02,1.035034656044517305e+03
2.035652673950546360e-02,1.316639863981690951e+03
2.041403105232892853e-02,1.565787809031673987e+03
2.047153536515239000e-02,1.776336598812545390e+03
2.052903967797585147e-02,1.943095871398138343e+03
2.058654399079931294e-02,2.061954745979466225e+03
2.064404830362277440e-02,2.129983162602931770e+03
2.070155261644623587e-02,2.145504112799817449e+03
2.075905692926969734e-02,2.108134980507385990e+03
2.081656124209315881e-02,2.018796974162251445e+03
2.087406555491662027e-02,1.879692417449945879e+03
2.093156986774008174e-02,1.694250458529757907e+03
2.098907418056354321e-02,1.467042536088639963e+03
2.104657849338700468e-02,1.203669686120158985e+03
2.110408280621046961e-02,9.106244674952660034e+02
2.116158711903393108e-02,5.951309100789317199e+02
2.121909143185739255e-02,2.649664309252621592e+02
2.127659574468085402e-02,-7.172989139987016927e+01
2.133410005750431548e-02,-4.066579580267470533e+02
2.139160437032777695e-02,-7.315612603958177260e+02
2.144910868315123842e-02,-1.038430416301365085e+03
2.150661299597469989e-02,-1.319700613878222839e+03
2.156411730879816135e-02,-1.568438096223816956e+03
2.162162162162162282e-02,-1.778511089513544448e+03
2.167912593444508429e-02,-1.944740960960087477e+03
2.173663024726854576e-02,-2.063029880332990615e+03
2.179413456009201069e-02,-2.130461837979382381e+03
2.185163887291547216e-02,-2.145374529091237036e+03
2.190914318573893363e-02,-2.107400332157912089e+03
2.196664749856239510e-02,-2.017475371419994417e+03
2.202415181138585656e-02,-1.877816439920621178e+03
2.208165612420931803e-02,-1.691866352037683328e+03
2.213916043703277950e-02,-1.464209072643749323e+03
2.219666474985624097e-02,-1.200456715094651372e+03
2.225416906267970243e-02,-9.071111937257205682e+02
2.231167337550316390e-02,-5.914039413412627937e+02
2.236917768832662537e-02,-2.611176429156265044e+02
2.242668200115009031e-02,7.560561994689756204e+01
2.248418631397355177e-02,4.104650842495139500e+02
2.254169062679701324e-02,7.352059325889052843e+02
2.259919493962047471e-02,1.041822787509091086e+03
2.265669925244393618e-02,1.322757056764736035e+03
2.271420356526739764e-02,1.571083264619689089e+03
2.277170787809085911e-02,1.780679775818463668e+03
2.282921219091432058e-02,1.946379703613725724e+03
2.288671650373778205e-02,2.064098281727339327e+03
2.294422081656124351e-02,2.130933560323921483e+03
2.300172512938470498e-02,2.145237943681291199e+03
2.305922944220816645e-02,2.106658806040674335e+03
2.311673375503163139e-02,2.016147184391463725e+03
2.317423806785509285e-02,1.875934333899625699e+03
2.323174238067855432e-02,1.689476723925590250e+03
2.328924669350201579e-02,1.461370830567190524e+03
2.334675100632547726e-02,1.197239826226684045e+03
2.340425531914893872e-02,9.035949594839324845e+02
2.346175963197240019e-02,5.876750424819341561e+02
2.351926394479586166e-02,2.572680027154619893e+02
2.357676825761932313e-02,-7.948110174538260253e+01
2.363427257044278459e-02,-4.142708708675012304e+02
2.369177688326624606e-02,-7.388482053443310633e+02
2.374928119608970753e-02,-1.045211758596248728e+03
2.380678550891317247e-02,-1.325809182666142078e+03
2.386428982173663393e-02,-1.573723305586428523e+03
2.392179413456009540e-02,-1.782842650649512734e+03
2.397929844738355687e-02,-1.948012094010796091e+03
2.403680276020701834e-02,-2.065159946675644278e+03
2.409430707303047980e-02,-2.131398328097024205e+03
2.415181138585394127e-02,-2.145094357015743299e+03
2.420931569867740274e-02,-2.105910404575734447e+03
2.426682001150086421e-02,-2.014812417411371825e+03
2.432432432432432567e-02,-1.874046105529451324e+03
2.438182863714778714e-02,-1.687081581992341626e+03
2.443933294997125208e-02,-1.458527819121926768e+03
2.449683726279471355e-02,-1.194019030014968848e+03
2.455434157561817501e-02,-9.000757762456051978e+02
2.461184588844163648e-02,-5.839442256706940952e+02
2.466935020126509795e-02,-2.534175228886325044e+02
2.472685451408855942e-02,8.335632414727604100e+01
2.478435882691202088e-02,4.180753054600576775e+02
2.484186313973548235e-02,7.424880667751484680e+02
2.489936745255894382e-02,1.048597318502515691e+03
2.495687176538240529e-02,1.328856981621430577e+03
2.501437607820586675e-02,1.576358210507937429e+03
2.507188039102932822e-02,1.784999706947867026e+03
2.512938470385279316e-02,1.949638126823805351e+03
2.518688901667625463e-02,2.066214871713023967e+03
2.524439332949971609e-02,2.131856139781866204e+03
2.530189764232317756e-02,2.144943769563205933e+03
2.535940195514663903e-02,2.105155130205589103e+03
2.541690626797010050e-02,2.013471074835883201e+03
2.547441058079356196e-02,1.872151760972576767e+03
2.553191489361702343e-02,1.684680934054758154e+03
2.558941920644048490e-02,1.455680047586496812e+03
2.564692351926394637e-02,1.190794336971019675e+03
2.570442783208740783e-02,8.965536554960523290e+02
2.576193214491086930e-02,5.802115030835794869e+02
2.581943645773433424e-02,2.495662160016058522e+02
2.587694077055779571e-02,-8.723127450522281379e+01
2.593444508338125717e-02,-4.218783756109590968e+02
2.599194939620471864e-02,-7.461255050021372881e+02
2.604945370902818011e-02,-1.051979456178714827e+03
2.610695802185164158e-02,-1.331900443683734693e+03
2.616446233467510304e-02,-1.578987970784890649e+03
2.622196664749856451e-02,-1.787150937673708540e+03
2.627947096032202598e-02,-1.951257796745963788e+03
2.633697527314548745e-02,-2.067263053396601208e+03
2.639447958596894891e-02,-2.132306993884313670e+03
2.645198389879241385e-02,-2.144786181815142299e+03
2.650948821161587532e-02,-2.104392985395177675e+03
2.656699252443933679e-02,-2.012123161042660286e+03
2.662449683726279825e-02,-1.870251306411414134e+03
2.668200115008625972e-02,-1.682274787947696041e+03
2.673950546290972119e-02,-1.452827525254929924e+03
2.679700977573318266e-02,-1.187565757619005353e+03
2.685451408855664412e-02,-8.930286087301195721e+02
2.691201840138010559e-02,-5.764768869027737992e+02
2.696952271420356706e-02,-2.457140946236701495e+02
2.702702702702702853e-02,9.110594017286233282e+01
2.708453133985048999e-02,4.256800689083448219e+02
2.714203565267395493e-02,7.497605081541146319e+02
2.719953996549741640e-02,1.055358160586758686e+03
2.725704427832087787e-02,1.334939558920355466e+03
2.731454859114433933e-02,1.581612577834691365e+03
2.737205290396780080e-02,1.789296335806240450e+03
2.742955721679126227e-02,1.952871098491286830e+03
2.748706152961472374e-02,2.068304488305509494e+03
2.754456584243818520e-02,2.132750888932951057e+03
2.760207015526164667e-02,2.144621594285859373e+03
2.765957446808510814e-02,2.103623972631869037e+03
2.771707878090856961e-02,2.010768680430780478e+03
2.777458309373203454e-02,1.868344748048366228e+03
2.783208740655549601e-02,1.679863151523879878e+03
2.788959171937895748e-02,1.449970261436838427e+03
2.794709603220241895e-02,1.184333302495777616e+03
2.800460034502588041e-02,8.895006474522983808e+02
2.806210465784934188e-02,5.727403893166401758e+02
2.811960897067280335e-02,2.418611713266809033e+02
2.817711328349626482e-02,-9.498030850476317255e+01
2.823461759631972628e-02,-4.294803729449374146e+02
2.829212190914318775e-02,-7.533930643677305170e+02
2.834962622196664922e-02,-1.058733420699844373e+03
2.840713053479011069e-02,-1.337974317412707251e+03
2.846463484761357562e-02,-1.584232023091643214e+03
2.852213916043703709e-02,-1.791435894343651171e+03
2.857964347326049856e-02,-1.954478026794571861e+03
2.863714778608396003e-02,-2.069339173040879359e+03
2.869465209890742149e-02,-2.133187823479073813e+03
2.875215641173088296e-02,-2.144450007512508364e+03
2.880966072455434443e-02,-2.102848094425408362e+03
2.886716503737780590e-02,-2.009407637420762285e+03
2.892466935020126736e-02,-1.866432092105713309e+03
2.898217366302472883e-02,-1.677446032654047031e+03
2.903967797584819030e-02,-1.447108265457242169e+03
2.909718228867165177e-02,-1.181096982150939539e+03
2.915468660149511670e-02,-8.859697831764816556e+02
2.921219091431857817e-02,-5.690020225197702075e+02
2.926969522714203964e-02,-2.380074586851107199e+02
2.932719953996550111e-02,9.885436685637289145e+01
2.938470385278896257e-02,4.332792753179934948e+02
2.944220816561242404e-02,7.570231617877062718e+02
2.949971247843588551e-02,1.062105225502409212e+03
2.955721679125934698e-02,1.341004709256495516e+03
2.961472110408280844e-02,1.586846298006814095e+03
2.967222541690626991e-02,1.793569606303236696e+03
2.972972972972973138e-02,1.956078576411380027e+03
2.978723404255319632e-02,2.070367104225901130e+03
2.984473835537665778e-02,2.133617796096684287e+03
2.990224266820011925e-02,2.144271422055083804e+03
2.995974698102358072e-02,2.102065353307991700e+03
3.001725129384704219e-02,2.008040036454530991e+03
3.007475560667050365e-02,1.864513344825650393e+03
3.013225991949396512e-02,1.675023439226695245e+03
3.018976423231742659e-02,1.444241546656627861e+03
3.024726854514088806e-02,1.177856807146530400e+03
3.030477285796434953e-02,8.824360274261475752e+02
3.036227717078781099e-02,5.652617987127680408e+02
3.041978148361127246e-02,2.341529692760992987e+02
3.047728579643473740e-02,-1.027281025842725199e+02
3.053479010925819886e-02,-4.370767636292544580e+02
3.059229442208166033e-02,-7.606507885667881510e+02
3.064979873490512180e-02,-1.065473563990089133e+03
3.070730304772858327e-02,-1.344030724561677062e+03
3.076480736055204473e-02,-1.589455394048207609e+03
3.082231167337550620e-02,-1.795697464721374899e+03
3.087981598619896767e-02,-1.957672742118128099e+03
3.093732029902242914e-02,-2.071388278505776270e+03
3.099482461184589061e-02,-2.134040805382515373e+03
3.105232892466935207e-02,-2.144085838496424003e+03
3.110983323749281354e-02,-2.101275751834186849e+03
3.116733755031627848e-02,-2.006665881995447307e+03
3.122484186313973994e-02,-1.862588512470236537e+03
3.128234617596319794e-02,-1.672595379148322309e+03
3.133985048878665941e-02,-1.441370114390894287e+03
3.139735480161012088e-02,-1.174612788057347871e+03
3.145485911443358928e-02,-8.788993917340997086e+02
3.151236342725705075e-02,-5.615197301022980128e+02
3.156986774008051222e-02,-2.302977156792001097e+02
3.162737205290397369e-02,1.066015030459742263e+02
3.168487636572743515e-02,4.408728254851961879e+02
3.174238067855089662e-02,7.642759328656995876e+02
3.179988499137435809e-02,1.068838425169937409e+03
3.185738930419781956e-02,1.347052353452419766e+03
3.191489361702128102e-02,1.592059302700728495e+03
3.197239792984474249e-02,1.797819462653497112e+03
3.202990224266820396e-02,1.959260518712066187e+03
3.208740655549166543e-02,2.072402692547780134e+03
3.214491086831512690e-02,2.134456849956025962e+03
3.220241518113858836e-02,2.143893257442203776e+03
3.225991949396204983e-02,2.100479292580952460e+03
3.231742380678551130e-02,2.005285178528226879e+03
3.237492811960897277e-02,1.860657601321436232e+03
3.243243243243243423e-02,1.670161860343190028e+03
3.248993674525589570e-02,1.438493978031302277e+03
3.254744105807935717e-02,1.171364935470633554e+03
3.260494537090281864e-02,8.753598876426798370e+02
3.266244968372628010e-02,5.577758289011629813e+02
3.271995399654974157e-02,2.264417104766123146e+02
3.277745830937320304e-02,-1.104745556001452229e+02
